timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1569014384070,2,Get - Task,200,,Thread Group 1-45,text,true,,348,167,1,1,http://localhost:9090/tasks/1,2,0,0
1569014384072,2,Post - ParentTasks,200,,Thread Group 1-45,text,true,,325,121,1,1,http://localhost:9090/ptasks,2,0,0
1569014384074,2,Post - Task,200,,Thread Group 1-45,text,true,,774,312,1,1,http://localhost:9090/tasks,2,0,0
1569014384077,2,Get - ParentTasks,200,,Thread Group 1-45,text,true,,325,166,1,1,http://localhost:9090/ptasks,2,0,0
1569014384079,3,Get - All tasks ,200,,Thread Group 1-45,text,true,,774,165,1,1,http://localhost:9090/tasks,3,0,0
1569014384082,2,Get - Task,200,,Thread Group 1-45,text,true,,348,167,1,1,http://localhost:9090/tasks/1,2,0,0
1569014384084,3,Post - ParentTasks,200,,Thread Group 1-45,text,true,,325,121,1,1,http://localhost:9090/ptasks,2,0,0
1569014384087,2,Post - Task,200,,Thread Group 1-45,text,true,,774,312,1,1,http://localhost:9090/tasks,2,0,0
1569014384089,2,Get - ParentTasks,200,,Thread Group 1-45,text,true,,325,166,1,1,http://localhost:9090/ptasks,2,0,0
1569014385279,4,Get - All tasks ,200,,Thread Group 1-46,text,true,,774,165,1,1,http://localhost:9090/tasks,4,0,1
1569014385283,2,Get - Task,200,,Thread Group 1-46,text,true,,348,167,1,1,http://localhost:9090/tasks/1,2,0,0
1569014385286,2,Post - ParentTasks,200,,Thread Group 1-46,text,true,,325,121,1,1,http://localhost:9090/ptasks,1,0,0
1569014385288,3,Post - Task,200,,Thread Group 1-46,text,true,,774,312,1,1,http://localhost:9090/tasks,2,0,0
1569014385291,2,Get - ParentTasks,200,,Thread Group 1-46,text,true,,325,166,1,1,http://localhost:9090/ptasks,2,0,0
1569014385293,4,Get - All tasks ,200,,Thread Group 1-46,text,true,,774,165,1,1,http://localhost:9090/tasks,4,0,1
1569014385297,2,Get - Task,200,,Thread Group 1-46,text,true,,348,167,1,1,http://localhost:9090/tasks/1,2,0,0
1569014385300,2,Post - ParentTasks,200,,Thread Group 1-46,text,true,,325,121,1,1,http://localhost:9090/ptasks,2,0,0
1569014385302,3,Post - Task,200,,Thread Group 1-46,text,true,,774,312,1,1,http://localhost:9090/tasks,3,0,0
1569014385305,3,Get - ParentTasks,200,,Thread Group 1-46,text,true,,325,166,1,1,http://localhost:9090/ptasks,2,0,0
1569014386466,4,Get - All tasks ,200,,Thread Group 1-47,text,true,,774,165,1,1,http://localhost:9090/tasks,4,0,1
1569014386470,3,Get - Task,200,,Thread Group 1-47,text,true,,348,167,1,1,http://localhost:9090/tasks/1,2,0,0
1569014386473,2,Post - ParentTasks,200,,Thread Group 1-47,text,true,,325,121,1,1,http://localhost:9090/ptasks,2,0,0
1569014386475,3,Post - Task,200,,Thread Group 1-47,text,true,,774,312,1,1,http://localhost:9090/tasks,3,0,0
1569014386479,2,Get - ParentTasks,200,,Thread Group 1-47,text,true,,325,166,1,1,http://localhost:9090/ptasks,2,0,0
1569014386481,4,Get - All tasks ,200,,Thread Group 1-47,text,true,,774,165,1,1,http://localhost:9090/tasks,4,0,1
1569014386485,3,Get - Task,200,,Thread Group 1-47,text,true,,348,167,1,1,http://localhost:9090/tasks/1,2,0,0
1569014386488,2,Post - ParentTasks,200,,Thread Group 1-47,text,true,,325,121,1,1,http://localhost:9090/ptasks,2,0,0
1569014386490,3,Post - Task,200,,Thread Group 1-47,text,true,,774,312,1,1,http://localhost:9090/tasks,3,0,0
1569014386493,2,Get - ParentTasks,200,,Thread Group 1-47,text,true,,325,166,1,1,http://localhost:9090/ptasks,2,0,0
1569014387679,9,Get - All tasks ,200,,Thread Group 1-48,text,true,,774,165,1,1,http://localhost:9090/tasks,8,0,1
1569014387688,5,Get - Task,200,,Thread Group 1-48,text,true,,348,167,1,1,http://localhost:9090/tasks/1,4,0,0
1569014387693,5,Post - ParentTasks,200,,Thread Group 1-48,text,true,,325,121,1,1,http://localhost:9090/ptasks,4,0,0
1569014387699,6,Post - Task,200,,Thread Group 1-48,text,true,,774,312,1,1,http://localhost:9090/tasks,5,0,0
1569014387705,4,Get - ParentTasks,200,,Thread Group 1-48,text,true,,325,166,1,1,http://localhost:9090/ptasks,3,0,0
1569014387709,6,Get - All tasks ,200,,Thread Group 1-48,text,true,,774,165,1,1,http://localhost:9090/tasks,5,0,1
1569014387715,4,Get - Task,200,,Thread Group 1-48,text,true,,348,167,1,1,http://localhost:9090/tasks/1,4,0,0
1569014387720,3,Post - ParentTasks,200,,Thread Group 1-48,text,true,,325,121,1,1,http://localhost:9090/ptasks,3,0,0
1569014387723,5,Post - Task,200,,Thread Group 1-48,text,true,,774,312,1,1,http://localhost:9090/tasks,4,0,0
1569014387728,3,Get - ParentTasks,200,,Thread Group 1-48,text,true,,325,166,1,1,http://localhost:9090/ptasks,3,0,0
1569014388867,9,Get - All tasks ,200,,Thread Group 1-49,text,true,,774,165,1,1,http://localhost:9090/tasks,8,0,2
1569014388876,4,Get - Task,200,,Thread Group 1-49,text,true,,348,167,1,1,http://localhost:9090/tasks/1,4,0,0
1569014388880,4,Post - ParentTasks,200,,Thread Group 1-49,text,true,,325,121,1,1,http://localhost:9090/ptasks,3,0,0
1569014388884,6,Post - Task,200,,Thread Group 1-49,text,true,,774,312,1,1,http://localhost:9090/tasks,5,0,0
1569014388890,8,Get - ParentTasks,200,,Thread Group 1-49,text,true,,325,166,1,1,http://localhost:9090/ptasks,8,0,0
1569014388899,9,Get - All tasks ,200,,Thread Group 1-49,text,true,,774,165,1,1,http://localhost:9090/tasks,9,0,1
1569014388909,2,Get - Task,200,,Thread Group 1-49,text,true,,348,167,1,1,http://localhost:9090/tasks/1,1,0,0
1569014388911,2,Post - ParentTasks,200,,Thread Group 1-49,text,true,,325,121,1,1,http://localhost:9090/ptasks,1,0,0
1569014388923,2,Post - Task,200,,Thread Group 1-49,text,true,,774,312,1,1,http://localhost:9090/tasks,2,0,0
1569014388926,2,Get - ParentTasks,200,,Thread Group 1-49,text,true,,325,166,1,1,http://localhost:9090/ptasks,2,0,0
1569014390078,9,Get - All tasks ,200,,Thread Group 1-50,text,true,,774,165,1,1,http://localhost:9090/tasks,9,0,2
1569014390088,5,Get - Task,200,,Thread Group 1-50,text,true,,348,167,1,1,http://localhost:9090/tasks/1,4,0,0
1569014390093,5,Post - ParentTasks,200,,Thread Group 1-50,text,true,,325,121,1,1,http://localhost:9090/ptasks,5,0,0
1569014390099,6,Post - Task,200,,Thread Group 1-50,text,true,,774,312,1,1,http://localhost:9090/tasks,6,0,0
1569014390106,5,Get - ParentTasks,200,,Thread Group 1-50,text,true,,325,166,1,1,http://localhost:9090/ptasks,4,0,0
1569014390111,9,Get - All tasks ,200,,Thread Group 1-50,text,true,,774,165,1,1,http://localhost:9090/tasks,8,0,2
1569014390120,6,Get - Task,200,,Thread Group 1-50,text,true,,348,167,1,1,http://localhost:9090/tasks/1,5,0,0
1569014390126,6,Post - ParentTasks,200,,Thread Group 1-50,text,true,,325,121,1,1,http://localhost:9090/ptasks,5,0,0
1569014390132,4,Post - Task,200,,Thread Group 1-50,text,true,,774,312,1,1,http://localhost:9090/tasks,4,0,0
1569014390136,3,Get - ParentTasks,200,,Thread Group 1-50,text,true,,325,166,1,1,http://localhost:9090/ptasks,3,0,0
